|city_clear|ru_names|ru_names2|ru_names3
1398|Калининец|Калининец|Калининец|Калининец
1399|Калининрад|Калининград|Калининград|Калининград
1400|Калининск|Калининск|Калининск|Калининск
1401|Калининская|Калининская|Калининская|Калининская
1402|Калитино|Калитино|Калитино|Калитино
1403|Калтан|Калтан|Калтан|Калтан
1404|Калуга|Калуга|Калуга|Калуга
1405|Калуга (Воротынск)|Калуга Воротынск|Калуга Воротынск|Калуга Воротынск
1406|Калуга (Калуга)|Калуга Калуга|Калуга Калуга|Калуга Калуга
1407|Калуга (Калужская область)|Калуга Калужская область|Калуга |Калуга 
1408|Калуга (Москва)|Калуга Москва|Калуга Москва|Калуга Москва
1409|Калуга (Нижний Новгород)|Калуга Нижний Новгород|Калуга Нижний Новгород|Калуга Нижний Новгород
1410|Калуга, Москва (Калуга)|Калуга Москва Калуга|Калуга Москва Калуга|Калуга Москва Калуга
1411|Калужская обл.|Калужская обл.|.|.
1412|Калужская область|Калужская область||
1413|Калужская область город Боровск|Калужская область город Боровск| город Боровск| город Боровск
