|city_clear|ru_names
1579|Кола|Кола
1580|Коломна|Коломна
1581|Коломна (Москва и область)|Коломна Москва
1582|Коломна (Москва)|Коломна Москва 
1583|Коломна (Московская обл.)|Коломна
1584|Коломна Моск.обл.|Коломна Московская.
1585|Коломна Московская обасть|Коломна 
1586|Коломна, Московская область|Коломна
1587|Колонтаево|Колонтаево
1588|Колпашево|Колпашево
1589|Колпино|Колпино
1590|Колпино (Санкт-Петербург и область)|Колпино Санкт-Петербург
1591|Колпино (Санкт-Петербург)|Колпино Санкт-Петербург
1592|Колывань|Колывань
1593|Колывань (Новосибирская обл.)|Колывань
1594|Колыма|Колыма
1595|Кольцово|Кольцово
1596|Кольчугино|Кольчугино
1597|Коммунар|Коммунар
1598|Комсомольск|Комсомольск
1599|Комсомольск -на- Амуре|Комсомольск -На- Амуре
1600|Комсомольск на Амуре|Комсомольск На Амуре
1601|Комсомольск на амуре|Комсомольск На Амуре
1602|Комсомольск-на Амуре|Комсомольск-На Амуре
1603|Комсомольск-на-Амуре|Комсомольск-На-Амуре
1604|Комсомольск-на-Амуре (Краснодар)|Комсомольск-На-Амуре Краснодар 
1605|Комсомольск-на-Амуре (Хабаровск)|Комсомольск-На-Амуре Хабаровск
1606|Комсомольск-на-Амуре (Хабаровский край)|Комсомольск-На-Амуре 
1607|Комсомольский|Комсомольский
1608|Конаково|Конаково
1609|Конаково Тверская область|Конаково
1610|Конаково Тверской области|Конаково Асти
1611|Конаково,Тверской обл. (Конаково)|Конаково Конаково
1612|Кондопога|Кондопога
1613|Кондопога (Республика Карелия)|Кондопога 
1614|Кондопога (Санкт-Петербург)|Кондопога Санкт-Петербург
1615|Кондрово|Кондрово
1616|Кондрово, калужской обл.|Кондрово
1617|Конезавод имени Буденного|Конезавод Имени Буденного
1618|Константиновск|Константиновск
1619|Копейск|Копейск
1620|Копейск (Челябинская обл.)|Копейск
1621|Копейск Челибинская обл.|Копейск
1622|Копейск Челябинской области|Копейск Асти
1623|Копейск, Челябинской обл. (Челябинск)|Копейск Челябинск
1624|Копейск,Челябинская область|Копейск
1625|Кораблино|Кораблино
1626|Кореновск|Кореновск
1627|Кореновск Краснодарский край|Кореновск 
1628|Коркино|Коркино
1629|Королев|Королев
1630|Королев (Москва)|Королев Москва 
1631|Королев (Московская обл.)|Королев 
1632|Королев (Московская обл.), Саратов (Москва)|Королев Саратов Москва
1633|Королев (Московской области)|Королев Асти
1634|Королев (Юбилейный)|Королев Юбилейный
1635|Королев , М.О.|Королев М.О.
1636|Королев М.О.|Королев М.О.
1637|Королев М.о.|Королев М.О.
